Date and Time,Message,Additional Details
2022-03-09T09:47:45.448Z,"2022-03-09T01:47:43.261404-08:00 stderr F I0309 09:47:43.261074       1 trace.go:205] Trace[1152579755]: ""Update"" url:/apis/helm.fluxcd.io/v1/namespaces/default/helmreleases/gpuagent/status,user-agent:helm-operator/v0.0.0 (linux/arm64) kubernetes/$Format,audit-id:c333baca-158f-4f7e-9afa-5b10eeed081a,client:10.244.0.39,accept:application/json, */*,protocol:HTTP/2.0 (09-Mar-2022 09:47:40.314) (total time: 2946ms):","{'gl2_accounted_message_size': '674.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17SZXFGZ22ZVRJS9WG060', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'pod_name': 'kube-apiserver-nx-mdf.egx.nvidia.com', 'namespace_name': 'kube-system', 'component': 'kube-apiserver', 'system': 'xavier', 'container_name': 'kube-apiserver', 'tier': 'control-plane', 'location': 'ynx', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': 'fd16fcb3-9f8d-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:45.448Z,"2022-03-09T01:47:43.261486752-08:00 stderr F Trace[1152579755]: ---""Object stored in database"" 2944ms (09:47:43.260)","{'gl2_accounted_message_size': '375.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17SZXEWNT7TR070VR1V2R', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'pod_name': 'kube-apiserver-nx-mdf.egx.nvidia.com', 'namespace_name': 'kube-system', 'component': 'kube-apiserver', 'system': 'xavier', 'container_name': 'kube-apiserver', 'tier': 'control-plane', 'location': 'ynx', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': 'fd16fcb4-9f8d-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:45.448Z,"2022-03-09T01:47:44.601243615-08:00 stderr F I0309 09:47:44.594775       1 trace.go:205] Trace[1057357396]: ""Patch"" url:/api/v1/nodes/nx-mdf.egx.nvidia.com/status,user-agent:kubelet/v1.22.5 (linux/arm64) kubernetes/5c99e2a,audit-id:5da5de53-e305-48cf-a024-a9a4cd914427,client:10.110.16.199,accept:application/vnd.kubernetes.protobuf,application/json,protocol:HTTP/2.0 (09-Mar-2022 09:47:40.534) (total time: 4060ms):","{'gl2_accounted_message_size': '675.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17SZZFAY94RVKSMJE32JM', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'pod_name': 'kube-apiserver-nx-mdf.egx.nvidia.com', 'namespace_name': 'kube-system', 'component': 'kube-apiserver', 'system': 'xavier', 'container_name': 'kube-apiserver', 'tier': 'control-plane', 'location': 'ynx', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': 'fd1723c1-9f8d-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:45.448Z,"2022-03-09T01:47:44.601260287-08:00 stderr F Trace[1057357396]: ---""Object stored in database"" 4048ms (09:47:44.592)","{'gl2_accounted_message_size': '375.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17SZZHKM4SABV2B1KZBWR', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'pod_name': 'kube-apiserver-nx-mdf.egx.nvidia.com', 'namespace_name': 'kube-system', 'component': 'kube-apiserver', 'system': 'xavier', 'container_name': 'kube-apiserver', 'tier': 'control-plane', 'location': 'ynx', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': 'fd1723c2-9f8d-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:45.448Z,2022-03-09T01:47:44.601269759-08:00 stderr F Trace[1057357396]: [4.060180502s] [4.060180502s] END,"{'gl2_accounted_message_size': '356.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17SZZNA0ZPTFHAK4QPTAC', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'pod_name': 'kube-apiserver-nx-mdf.egx.nvidia.com', 'namespace_name': 'kube-system', 'component': 'kube-apiserver', 'system': 'xavier', 'container_name': 'kube-apiserver', 'tier': 'control-plane', 'location': 'ynx', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': 'fd1723c3-9f8d-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:45.448Z,"2022-03-09T01:47:44.619452362-08:00 stderr F Trace[1587605680]: ---""About to write a response"" 3348ms (09:47:44.613)","{'gl2_accounted_message_size': '375.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17T002WV6SG93HHG0V72V', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'pod_name': 'kube-apiserver-nx-mdf.egx.nvidia.com', 'namespace_name': 'kube-system', 'component': 'kube-apiserver', 'system': 'xavier', 'container_name': 'kube-apiserver', 'tier': 'control-plane', 'location': 'ynx', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': 'fd1723cb-9f8d-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:45.448Z,"2022-03-09T01:47:44.619566442-08:00 stderr F Trace[1131372536]: ---""About to write a response"" 2435ms (09:47:44.614)","{'gl2_accounted_message_size': '375.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17T01AWF1FSMY9GNTG9DN', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'pod_name': 'kube-apiserver-nx-mdf.egx.nvidia.com', 'namespace_name': 'kube-system', 'component': 'kube-apiserver', 'system': 'xavier', 'container_name': 'kube-apiserver', 'tier': 'control-plane', 'location': 'ynx', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': 'fd1723ce-9f8d-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:45.448Z,2022-03-09T01:47:44.62315694-08:00 stderr F Trace[1388038291]: [886.118065ms] [886.118065ms] END,"{'gl2_accounted_message_size': '355.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17T02GX40BMB4GQ9BG24T', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'pod_name': 'kube-apiserver-nx-mdf.egx.nvidia.com', 'namespace_name': 'kube-system', 'component': 'kube-apiserver', 'system': 'xavier', 'container_name': 'kube-apiserver', 'tier': 'control-plane', 'location': 'ynx', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': 'fd1723d2-9f8d-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:45.240Z,"I0309 09:47:45.240665    4677 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-controller-manager-test-247-0308-1.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '343.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17N1XQNXA6GMVRP6E5WBC', 'source': 'test-247-0308-1.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'test-247-0308-1', 'location': 'bob-sprint501-0308-1', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': 'fa13a7c2-9f8d-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:45.240Z,"I0309 09:47:45.240688    4677 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-scheduler-test-247-0308-1.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '334.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17N1XKB1F00NSTCY1YPGV', 'source': 'test-247-0308-1.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'test-247-0308-1', 'location': 'bob-sprint501-0308-1', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': 'fa13a7c3-9f8d-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:45.240Z,"I0309 09:47:45.240579    4677 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-apiserver-test-247-0308-1.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '334.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17N1WPVZZZHF62QNFGYJ6', 'source': 'test-247-0308-1.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'test-247-0308-1', 'location': 'bob-sprint501-0308-1', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': 'fa13a7c0-9f8d-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:45.240Z,"I0309 09:47:45.240638    4677 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/etcd-test-247-0308-1.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '324.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17N1XYZX15X7S9GNMQQQG', 'source': 'test-247-0308-1.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'test-247-0308-1', 'location': 'bob-sprint501-0308-1', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': 'fa13a7c1-9f8d-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:44.785Z,"E0309 09:47:44.785186    3797 dns.go:147] ""Search Line limits exceeded"" err=""Search Line limits were exceeded, some search paths have been omitted, the applied search line is: egx-system.svc.cluster.local svc.cluster.local cluster.local nvidia.com nvprod.nvidia.com client.nvidia.com""","{'gl2_accounted_message_size': '460.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '39238.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17TJ2PB3B571FH1B8SWSV', 'source': 'fc-79-0307.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'fc-79-0307', 'location': 'aa-vicky-loc2-sp51-1-0307', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': 'fd6ff220-9f8d-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:47:44.785Z,"E0309 09:47:44.785334    3797 dns.go:147] ""Search Line limits exceeded"" err=""Search Line limits were exceeded, some search paths have been omitted, the applied search line is: kube-system.svc.cluster.local svc.cluster.local cluster.local nvidia.com nvprod.nvidia.com client.nvidia.com""","{'gl2_accounted_message_size': '461.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '39238.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17TJ2EMY9YSHEV9JGEZDS', 'source': 'fc-79-0307.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'fc-79-0307', 'location': 'aa-vicky-loc2-sp51-1-0307', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': 'fd6ff221-9f8d-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:47:44.285Z,"I0309 01:47:44.285638     370 prober.go:116] ""Probe failed"" probeType=""Readiness"" pod=""kube-system/kube-apiserver-nx-mdf.egx.nvidia.com"" podUID=4c82ec68c2c6e17cebb434461fcb09aa containerName=""kube-apiserver"" probeResult=failure output=""HTTP probe failed with statuscode: 500""","{'gl2_accounted_message_size': '421.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '39238.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17S4XA186A3T8H5CF336A', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': 'fc92ffae-9f8d-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:47:43.765Z,"I0309 09:47:43.764955    4195 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-apiserver-node-t4-0308.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '318.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17ZQQ5DRXXBRMH70G3PP3', 'source': 'node-t4-0308.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'node-t4-0308', 'location': 'test-sp501-t4', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': '0098d070-9f8e-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:43.765Z,"I0309 09:47:43.765012    4195 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-scheduler-node-t4-0308.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '318.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17ZQR09024BVBMXJGQMG3', 'source': 'node-t4-0308.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'node-t4-0308', 'location': 'test-sp501-t4', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': '0098d071-9f8e-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:43.765Z,"I0309 09:47:43.765040    4195 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-controller-manager-node-t4-0308.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '327.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17ZQRXR2GHXTENXYH4E1T', 'source': 'node-t4-0308.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'node-t4-0308', 'location': 'test-sp501-t4', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': '0098d072-9f8e-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:43.765Z,"I0309 09:47:43.765065    4195 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/etcd-node-t4-0308.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '308.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17ZQR4813J1FCKR69VMZ9', 'source': 'node-t4-0308.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'node-t4-0308', 'location': 'test-sp501-t4', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': '0098d073-9f8e-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:43.676Z,"E0309 01:47:43.676690     370 pod_workers.go:918] ""Error syncing pod, skipping"" err=""failed to \""StartContainer\"" for \""video-analytics-demo-l4t-1\"" with CrashLoopBackOff: \""back-off 5m0s restarting failed container=video-analytics-demo-l4t-1 pod=remmc-video-analytics-demo-l4t-7d475d5c5d-zcl2r_default(0bd2f9de-e031-4674-b4d2-980b192fe629)\"""" pod=""default/remmc-video-analytics-demo-l4t-7d475d5c5d-zcl2r"" podUID=0bd2f9de-e031-4674-b4d2-980b192fe629","{'gl2_accounted_message_size': '595.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '39238.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17S4XA3FQDXS3X8QNXK04', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': 'fc92ffad-9f8d-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:47:43.675Z,"I0309 01:47:43.675369     370 scope.go:110] ""RemoveContainer"" containerID=""242a935fd49de294fcd1c394876d3cb99bb6e600e8c5b9b873ee35b4d826aaf3""","{'gl2_accounted_message_size': '286.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '39238.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17S4X03BF94QX03VD7G63', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': 'fc92ffab-9f8d-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:47:43.675Z,"E0309 01:47:43.675694     370 dns.go:147] ""Search Line limits exceeded"" err=""Search Line limits were exceeded, some search paths have been omitted, the applied search line is: default.svc.cluster.local svc.cluster.local cluster.local nvidia.com nvclient.nvidia.com nvprod.nvidia.com""","{'gl2_accounted_message_size': '429.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '39238.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17S4XH536HZ9D5582T04T', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': 'fc92ffac-9f8d-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:47:43.674Z,"I0309 01:47:43.674330     370 kubelet_pods.go:898] ""Unable to retrieve pull secret, the image pull may not succeed."" pod=""default/remmc-video-analytics-demo-l4t-7d475d5c5d-zcl2r"" secret="""" err=""secret \""nvidia-registrykey-secret\"" not found""","{'gl2_accounted_message_size': '387.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '39238.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17S4XKVKZMQ9K485R5X2J', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': 'fc92ffaa-9f8d-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:47:43.672Z,"E0309 01:47:43.672628     370 dns.go:147] ""Search Line limits exceeded"" err=""Search Line limits were exceeded, some search paths have been omitted, the applied search line is: egx-system.svc.cluster.local svc.cluster.local cluster.local nvidia.com nvclient.nvidia.com nvprod.nvidia.com""","{'gl2_accounted_message_size': '432.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '39238.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17S4X8RBY0SKQ3GFP43AQ', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': 'fc92ffa9-9f8d-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:47:42.269Z,"I0309 01:47:42.269773     370 prober.go:116] ""Probe failed"" probeType=""Readiness"" pod=""kube-system/kube-apiserver-nx-mdf.egx.nvidia.com"" podUID=4c82ec68c2c6e17cebb434461fcb09aa containerName=""kube-apiserver"" probeResult=failure output=""HTTP probe failed with statuscode: 500""","{'gl2_accounted_message_size': '421.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '39238.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17S4WTE91ZPTK03YPNQCQ', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': 'fc92ffa8-9f8d-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:47:41.770Z,"I0309 01:47:41.770110     370 prober.go:116] ""Probe failed"" probeType=""Liveness"" pod=""kube-system/etcd-nx-mdf.egx.nvidia.com"" podUID=408a769954522b5bc998b3e62e1e9b79 containerName=""etcd"" probeResult=failure output=""HTTP probe failed with statuscode: 503""","{'gl2_accounted_message_size': '400.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '39238.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17S4W2AAP38GTWGJYRV23', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': 'fc92ffa7-9f8d-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:47:40.673Z,"E0309 01:47:40.673622     370 dns.go:157] ""Nameserver limits exceeded"" err=""Nameserver limits were exceeded, some nameservers have been omitted, the applied nameserver line is: 172.16.136.26 172.20.232.252 172.16.168.26""","{'gl2_accounted_message_size': '366.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '39238.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17S4WEQWWA4P32KKWTMBT', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': 'fc92ffa6-9f8d-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:47:40.671Z,"E0309 01:47:40.670889     370 dns.go:157] ""Nameserver limits exceeded"" err=""Nameserver limits were exceeded, some nameservers have been omitted, the applied nameserver line is: 172.16.136.26 172.20.232.252 172.16.168.26""","{'gl2_accounted_message_size': '366.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '39238.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17S4WAHJXVWDQC8T0FRP4', 'source': 'nx-mdf.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'xavier', 'location': 'ynx', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': 'fc92ffa5-9f8d-11ec-a0c2-ce73c4fb4fa7'}"
2022-03-09T09:47:39.523Z,"I0309 09:47:39.523353  354643 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-apiserver-test-250-0307.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '329.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17S0W3Z7P5SQVCRWSKZ5V', 'source': 'test-250-0307.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'test-250-0307', 'location': 'bob-sprint50dot1-0307', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': 'fc7f9eb2-9f8d-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:39.523Z,"I0309 09:47:39.523381  354643 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-scheduler-test-250-0307.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '329.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17S0W2SF5FSD7B6NN42J9', 'source': 'test-250-0307.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'test-250-0307', 'location': 'bob-sprint50dot1-0307', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': 'fc7f9eb3-9f8d-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:39.523Z,"I0309 09:47:39.523267  354643 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/kube-controller-manager-test-250-0307.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '338.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17S0VJZY5BRGJHW4VFAJZ', 'source': 'test-250-0307.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'test-250-0307', 'location': 'bob-sprint50dot1-0307', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': 'fc7f9eb0-9f8d-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:39.523Z,"I0309 09:47:39.523327  354643 kubelet_getters.go:176] ""Pod status updated"" pod=""kube-system/etcd-test-250-0307.egx.nvidia.com"" status=Running","{'gl2_accounted_message_size': '319.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '46548.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17S0WEX3AJ2FFK93Q7D61', 'source': 'test-250-0307.egx.nvidia.com', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'test-250-0307', 'location': 'bob-sprint50dot1-0307', 'gl2_source_node': 'c17cf64b-d2a4-41c1-bba3-301f9a1f72a7', '_id': 'fc7f9eb1-9f8d-11ec-ba6c-b65471d23443'}"
2022-03-09T09:47:38.785Z,"E0309 09:47:38.785306    6275 dns.go:126] ""Search Line limits exceeded"" err=""Search Line limits were exceeded, some search paths have been omitted, the applied search line is: helm.svc.cluster.local svc.cluster.local cluster.local nvidia.com nvprod.nvidia.com client.nvidia.com""","{'gl2_accounted_message_size': '441.0', 'gl2_remote_ip': '127.0.0.1', 'gl2_remote_port': '38926.0', 'streams': '[000000000000000000000001]', 'gl2_message_id': '01FXQ17N6NSMSZPE0QR8Y3AES7', 'source': 'tegra-ubuntu', 'gl2_source_input': '60f5ed2ed669f40034bd6ddd', 'component': 'kubelet.service', 'system': 'jetson-controller-agx-01-sp48', 'location': 'zz-ota', 'gl2_source_node': '369846d3-91e2-43cb-8737-362be50ed024', '_id': 'fa2b0050-9f8d-11ec-a0c2-ce73c4fb4fa7'}"
